===============================================================================
Id,MA,len,datetime,open,high,low,close,volume,openinterest,signal,StrategyClass,len,datetime,Broker,len,cash,value,BuySell,len,buy,sell,Trades - Net Profit/Loss,len,pnlplus,pnlminus
113,MA,113,2022-07-29 00:00:00,6766.0,6961.0,6742.0,6883.0,1105789.0,,0.6458266972307278,StrategyClass,113,738365.0,Broker,113,1005396.7999999999,1005396.8999999999,BuySell,113,,,Trades - Net Profit/Loss,113,,
114,MA,114,2022-08-01 00:00:00,6900.0,6988.0,6769.0,6827.0,1361897.0,,0.6324595607244679,StrategyClass,114,738368.0,Broker,114,988596.7999999999,988596.8999999999,BuySell,114,,,Trades - Net Profit/Loss,114,,
115,MA,115,2022-08-02 00:00:00,6830.0,6880.0,6735.0,6836.0,958079.0,,0.6460627271005612,StrategyClass,115,738369.0,Broker,115,991296.7999999999,991296.8999999999,BuySell,115,,,Trades - Net Profit/Loss,115,,
116,MA,116,2022-08-03 00:00:00,6836.0,6908.0,6667.0,6685.0,996034.0,,0.5796808549162676,StrategyClass,116,738370.0,Broker,116,945996.7999999999,945996.8999999999,BuySell,116,,,Trades - Net Profit/Loss,116,,
117,MA,117,2022-08-04 00:00:00,6750.0,6767.0,6635.0,6665.0,1080066.0,,0.559280177995097,StrategyClass,117,738371.0,Broker,117,939996.7999999999,939996.8999999999,BuySell,117,,,Trades - Net Profit/Loss,117,,
118,MA,118,2022-08-05 00:00:00,6665.0,6665.0,6503.0,6584.0,1050687.0,,0.5268688488568377,StrategyClass,118,738372.0,Broker,118,915696.7999999999,915696.8999999999,BuySell,118,,,Trades - Net Profit/Loss,118,,
119,MA,119,2022-08-08 00:00:00,6546.0,6845.0,6522.0,6820.0,976483.0,,0.6083236783400321,StrategyClass,119,738375.0,Broker,119,986496.7999999999,986496.8999999999,BuySell,119,,,Trades - Net Profit/Loss,119,,
120,MA,120,2022-08-09 00:00:00,6776.0,6826.0,6721.0,6741.0,670597.0,,0.5579275729959706,StrategyClass,120,738376.0,Broker,120,962796.7999999999,962796.8999999999,BuySell,120,,,Trades - Net Profit/Loss,120,,
121,MA,121,2022-08-10 00:00:00,6761.0,6775.0,6627.0,6694.0,744646.0,,0.5281346609718703,StrategyClass,121,738377.0,Broker,121,948696.7999999999,948696.8999999999,BuySell,121,,,Trades - Net Profit/Loss,121,,
122,MA,122,2022-08-11 00:00:00,6705.0,6765.0,6615.0,6679.0,834431.0,,0.5162869085573962,StrategyClass,122,738378.0,Broker,122,944196.7999999999,944196.8999999999,BuySell,122,,,Trades - Net Profit/Loss,122,,
123,MA,123,2022-08-12 00:00:00,6689.0,6716.0,6588.0,6639.0,738185.0,,0.504482371207653,StrategyClass,123,738379.0,Broker,123,932196.7999999999,932196.8999999999,BuySell,123,,,Trades - Net Profit/Loss,123,,
124,MA,124,2022-08-15 00:00:00,6600.0,6681.0,6490.0,6505.0,927803.0,,0.4900239211297058,StrategyClass,124,738382.0,Broker,124,891996.7999999999,891996.8999999999,BuySell,124,,,Trades - Net Profit/Loss,124,,
125,MA,125,2022-08-16 00:00:00,6465.0,6554.0,6402.0,6511.0,767359.0,,0.48785092534911506,StrategyClass,125,738383.0,Broker,125,879996.7999999999,879996.7999999999,BuySell,125,,6652.3099999999995,Trades - Net Profit/Loss,125,51599.8,
126,MA,126,2022-08-17 00:00:00,6499.0,6572.0,6453.0,6509.0,743622.0,,0.4877381652444102,StrategyClass,126,738384.0,Broker,126,876996.6,876996.7,BuySell,126,,6670.579999999999,Trades - Net Profit/Loss,126,,
127,MA,127,2022-08-18 00:00:00,6509.0,6568.0,6365.0,6368.0,727610.0,,0.5294119007551348,StrategyClass,127,738385.0,Broker,127,919296.6,919296.7,BuySell,127,,,Trades - Net Profit/Loss,127,,
128,MA,128,2022-08-19 00:00:00,6402.0,6495.0,6402.0,6440.0,534418.0,,0.504935173967936,StrategyClass,128,738386.0,Broker,128,897696.6,897696.7,BuySell,128,,,Trades - Net Profit/Loss,128,,
129,MA,129,2022-08-22 00:00:00,6440.0,6727.0,6432.0,6612.0,532529.0,,0.49381317029246197,StrategyClass,129,738389.0,Broker,129,846096.6,846096.7,BuySell,129,,,Trades - Net Profit/Loss,129,,
130,MA,130,2022-08-23 00:00:00,6270.0,6298.0,6161.0,6196.0,850663.0,,0.5585051851962388,StrategyClass,130,738390.0,Broker,130,948696.6,948696.6,BuySell,130,6068.585,,Trades - Net Profit/Loss,130,68699.8,
131,MA,131,2022-08-24 00:00:00,6203.0,6418.0,6180.0,6357.0,1073391.0,,0.4943010724592607,StrategyClass,131,738391.0,Broker,131,948696.6,948696.6,BuySell,131,,,Trades - Net Profit/Loss,131,,
132,MA,132,2022-08-25 00:00:00,6370.0,6430.0,6278.0,6308.0,913848.0,,0.49584630240105054,StrategyClass,132,738392.0,Broker,132,948696.6,948696.6,BuySell,132,,,Trades - Net Profit/Loss,132,,
133,MA,133,2022-08-26 00:00:00,6330.0,6498.0,6308.0,6476.0,1021314.0,,0.4930340897501211,StrategyClass,133,738393.0,Broker,133,904896.4,904896.5,BuySell,133,,6595.469999999999,Trades - Net Profit/Loss,133,,
134,MA,134,2022-08-29 00:00:00,6460.0,6470.0,6280.0,6313.0,936148.0,,0.4767529575263986,StrategyClass,134,738396.0,Broker,134,909696.4,909696.4,BuySell,134,6185.8,,Trades - Net Profit/Loss,134,,-39000.2
135,MA,135,2022-08-30 00:00:00,6344.0,6359.0,6231.0,6245.0,815125.0,,0.4771593642957096,StrategyClass,135,738397.0,Broker,135,939396.2000000001,939396.3,BuySell,135,,6454.384999999999,Trades - Net Profit/Loss,135,,
136,MA,136,2022-08-31 00:00:00,6227.0,6303.0,6215.0,6246.0,765981.0,,0.4728283626578035,StrategyClass,136,738398.0,Broker,136,939096.2000000001,939096.3,BuySell,136,,,Trades - Net Profit/Loss,136,,
137,MA,137,2022-09-01 00:00:00,6220.0,6350.0,6210.0,6302.0,804836.0,,0.47226690799853904,StrategyClass,137,738399.0,Broker,137,922296.2000000001,922296.3,BuySell,137,,,Trades - Net Profit/Loss,137,,
138,MA,138,2022-09-02 00:00:00,6281.0,6376.0,6160.0,6213.0,1047886.0,,0.47723368247480513,StrategyClass,138,738400.0,Broker,138,948996.2000000001,948996.3,BuySell,138,,,Trades - Net Profit/Loss,138,,
139,MA,139,2022-09-05 00:00:00,6267.0,6420.0,6243.0,6404.0,1146915.0,,0.4813838171212801,StrategyClass,139,738403.0,Broker,139,891696.2000000001,891696.3,BuySell,139,,,Trades - Net Profit/Loss,139,,
140,MA,140,2022-09-06 00:00:00,6404.0,6437.0,6347.0,6405.0,787150.0,,0.4882426707302483,StrategyClass,140,738404.0,Broker,140,891396.2000000001,891396.3,BuySell,140,,,Trades - Net Profit/Loss,140,,
141,MA,141,2022-09-07 00:00:00,6376.0,6466.0,6305.0,6362.0,949583.0,,0.4827614626147307,StrategyClass,141,738405.0,Broker,141,904296.2000000001,904296.3,BuySell,141,,,Trades - Net Profit/Loss,141,,
142,MA,142,2022-09-08 00:00:00,6380.0,6475.0,6342.0,6438.0,963735.0,,0.4990458712228606,StrategyClass,142,738406.0,Broker,142,881496.2000000001,881496.3,BuySell,142,,,Trades - Net Profit/Loss,142,,
143,MA,143,2022-09-09 00:00:00,6440.0,6583.0,6412.0,6559.0,1009380.0,,0.5557038259605607,StrategyClass,143,738407.0,Broker,143,880896.2000000001,880896.2000000001,BuySell,143,6315.82,,Trades - Net Profit/Loss,143,,-28800.2
144,MA,144,2022-09-13 00:00:00,6660.0,6674.0,6526.0,6541.0,611532.0,,0.534243062673475,StrategyClass,144,738411.0,Broker,144,880896.2000000001,880896.2000000001,BuySell,144,,,Trades - Net Profit/Loss,144,,
145,MA,145,2022-09-14 00:00:00,6517.0,6527.0,6319.0,6343.0,1154538.0,,0.48028259839372145,StrategyClass,145,738412.0,Broker,145,828696.0000000001,828696.1000000001,BuySell,145,6224.215,,Trades - Net Profit/Loss,145,,
146,MA,146,2022-09-15 00:00:00,6350.0,6423.0,6281.0,6292.0,1034485.0,,0.48430612064388207,StrategyClass,146,738413.0,Broker,146,830796.0000000001,830796.0000000001,BuySell,146,,6519.344999999999,Trades - Net Profit/Loss,146,,-50100.2
147,MA,147,2022-09-16 00:00:00,6270.0,6307.0,6230.0,6278.0,849857.0,,0.4823595606078777,StrategyClass,147,738414.0,Broker,147,828395.8000000002,828395.9000000001,BuySell,147,,6401.605,Trades - Net Profit/Loss,147,,
148,MA,148,2022-09-19 00:00:00,6270.0,6320.0,6150.0,6156.0,1010248.0,,0.5110100497949854,StrategyClass,148,738417.0,Broker,148,864995.8000000002,864995.9000000001,BuySell,148,,,Trades - Net Profit/Loss,148,,
149,MA,149,2022-09-20 00:00:00,6150.0,6226.0,6122.0,6133.0,938762.0,,0.5168463533243607,StrategyClass,149,738418.0,Broker,149,871895.8000000002,871895.9000000001,BuySell,149,,,Trades - Net Profit/Loss,149,,
150,MA,150,2022-09-21 00:00:00,6130.0,6146.0,6035.0,6087.0,1098892.0,,0.5133093938069393,StrategyClass,150,738419.0,Broker,150,885695.8000000002,885695.9000000001,BuySell,150,,,Trades - Net Profit/Loss,150,,
151,MA,151,2022-09-22 00:00:00,6082.0,6244.0,6042.0,6230.0,1199842.0,,0.4843097444707661,StrategyClass,151,738420.0,Broker,151,842795.8000000002,842795.9000000001,BuySell,151,,,Trades - Net Profit/Loss,151,,
===============================================================================
Cerebro:
  -----------------------------------------------------------------------------
  - Datas:
    +++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++
    - Data0:
      - Name: MA
      - Timeframe: Days
      - Compression: 1
  -----------------------------------------------------------------------------
  - Strategies:
    +++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++
    - StrategyClass:
      *************************************************************************
      - Params:
      *************************************************************************
      - Indicators:
        .......................................................................
        - SimpleMovingAverage:
          - Lines: sma
          ~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~
          - Params:
            - period: 5
      *************************************************************************
      - Observers:
        .......................................................................
        - Broker:
          - Lines: cash, value
          ~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~
          - Params:
            - fund: None
        .......................................................................
        - BuySell:
          - Lines: buy, sell
          ~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~
          - Params:
            - barplot: True
            - bardist: 0.015
        .......................................................................
        - Trades:
          - Lines: pnlplus, pnlminus
          ~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~
          - Params:
            - pnlcomm: True
      *************************************************************************
      - Analyzers:
        .......................................................................
        - Value:
          - Begin: 100000
          - End: 842795.9000000001
        .......................................................................
        - pyfolio:
          ~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~
          - Params:
            - timeframe: 5
            - compression: 1
          ~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~
          - Analysis:
            """""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""
            - returns:
              - 2022-02-15 00:00:00: 0.0
              - 2022-02-16 00:00:00: 0.0
              - 2022-02-17 00:00:00: 0.0
              - 2022-02-18 00:00:00: 0.0
              - 2022-02-21 00:00:00: 0.0
              - 2022-02-22 00:00:00: 0.0
              - 2022-02-23 00:00:00: -0.12900100000000003
              - 2022-02-24 00:00:00: -0.0413329980861058
              - 2022-02-25 00:00:00: 0.4383232055645643
              - 2022-02-28 00:00:00: -0.08243151315115693
              - 2022-03-01 00:00:00: -0.3511806293483558
              - 2022-03-02 00:00:00: -0.33147132085868913
              - 2022-03-03 00:00:00: -0.6087937974376357
              - 2022-03-04 00:00:00: 0.11229712024385696
              - 2022-03-07 00:00:00: 0.0
              - 2022-03-08 00:00:00: 0.21634758694962386
              - 2022-03-09 00:00:00: 0.43874731711944626
              - 2022-03-10 00:00:00: -1.0467234259999512
              - 2022-03-11 00:00:00: -9.878285411889113
              - 2022-03-14 00:00:00: -3.576324730285514
              - 2022-03-15 00:00:00: 1.681203680139431
              - 2022-03-16 00:00:00: -0.6040227917933435
              - 2022-03-17 00:00:00: -0.5375211558157608
              - 2022-03-18 00:00:00: -0.5025993811745114
              - 2022-03-21 00:00:00: 5.146989169219099
              - 2022-03-22 00:00:00: -0.6883479136380213
              - 2022-03-23 00:00:00: 0.527452240847879
              - 2022-03-24 00:00:00: -0.3776883315887727
              - 2022-03-25 00:00:00: -1.8033952383429552
              - 2022-03-28 00:00:00: 2.0720467937234273
              - 2022-03-29 00:00:00: 0.30211268100413835
              - 2022-03-30 00:00:00: 0.15108103879005674
              - 2022-03-31 00:00:00: -0.36094144779708537
              - 2022-04-01 00:00:00: -0.01467262275882475
              - 2022-04-06 00:00:00: 1.265531325683885
              - 2022-04-07 00:00:00: 0.09857709440728324
              - 2022-04-08 00:00:00: 0.2572306232059911
              - 2022-04-11 00:00:00: 0.24266628389893352
              - 2022-04-12 00:00:00: -0.34078051501253037
              - 2022-04-13 00:00:00: -0.011617719805884108
              - 2022-04-14 00:00:00: -0.058767470788156695
              - 2022-04-15 00:00:00: 0.21228130602951745
              - 2022-04-18 00:00:00: -0.3270417145569615
              - 2022-04-19 00:00:00: -0.01530761273436243
              - 2022-04-20 00:00:00: -0.5790258397798932
              - 2022-04-21 00:00:00: -3.077046158761476e-06
              - 2022-04-22 00:00:00: 1.5969887933634075
              - 2022-04-25 00:00:00: 1.1196881461163413
              - 2022-04-26 00:00:00: -0.10396956933680268
              - 2022-04-27 00:00:00: -0.0430453185775288
              - 2022-04-28 00:00:00: 0.08409409746125118
              - 2022-04-29 00:00:00: 0.0234518332418312
              - 2022-05-05 00:00:00: -0.16921438110721443
              - 2022-05-06 00:00:00: -0.07213735950149336
              - 2022-05-09 00:00:00: 0.23552076171776748
              - 2022-05-10 00:00:00: 0.16471507068867552
              - 2022-05-11 00:00:00: -0.2383498562750367
              - 2022-05-12 00:00:00: 0.04589699029403027
              - 2022-05-13 00:00:00: -0.07978895995957402
              - 2022-05-16 00:00:00: -0.07586820320250531
              - 2022-05-17 00:00:00: -0.037530717861669394
              - 2022-05-18 00:00:00: 0.36068800579701676
              - 2022-05-19 00:00:00: -0.06806063605649515
              - 2022-05-20 00:00:00: 0.12684363702988577
              - 2022-05-23 00:00:00: 0.09380452387950511
              - 2022-05-24 00:00:00: 0.08420059075550279
              - 2022-05-25 00:00:00: 0.1351884512628856
              - 2022-05-26 00:00:00: 0.008868329379888351
              - 2022-05-27 00:00:00: 0.06278838180526636
              - 2022-05-30 00:00:00: -0.2528577454620503
              - 2022-05-31 00:00:00: -5.271545200358219e-07
              - 2022-06-01 00:00:00: 0.003162401632914591
              - 2022-06-02 00:00:00: -0.1355771883498207
              - 2022-06-06 00:00:00: -0.11124849921731339
              - 2022-06-07 00:00:00: -0.018468864699372256
              - 2022-06-08 00:00:00: 0.03344940984952327
              - 2022-06-09 00:00:00: 0.0
              - 2022-06-10 00:00:00: 0.0
              - 2022-06-13 00:00:00: 0.4389826645412054
              - 2022-06-14 00:00:00: 0.2024394895713204
              - 2022-06-15 00:00:00: 0.07131803126379821
              - 2022-06-16 00:00:00: 0.18115869538092633
              - 2022-06-17 00:00:00: 0.053588405932790906
              - 2022-06-20 00:00:00: 0.17363491242691054
              - 2022-06-21 00:00:00: 0.07546754385025456
              - 2022-06-22 00:00:00: 0.1868933348556534
              - 2022-06-23 00:00:00: -0.09482980489060333
              - 2022-06-24 00:00:00: 0.1726676023626792
              - 2022-06-27 00:00:00: 0.006066208808833684
              - 2022-06-28 00:00:00: -0.08660743862885445
              - 2022-06-29 00:00:00: 0.0630129680688285
              - 2022-06-30 00:00:00: -0.015242838171303563
              - 2022-07-01 00:00:00: 0.10032541743495238
              - 2022-07-04 00:00:00: 0.09065693453475188
              - 2022-07-05 00:00:00: 0.08407682137385675
              - 2022-07-06 00:00:00: 0.00044065992643038676
              - 2022-07-07 00:00:00: 0.053296365525561606
              - 2022-07-08 00:00:00: 0.07778118980408477
              - 2022-07-11 00:00:00: -0.027159957014841418
              - 2022-07-12 00:00:00: 0.12124481734906989
              - 2022-07-13 00:00:00: 0.01956373812525558
              - 2022-07-14 00:00:00: 0.0
              - 2022-07-15 00:00:00: 0.07535785386414262
              - 2022-07-18 00:00:00: -0.10414221046005223
              - 2022-07-19 00:00:00: -1.2071505317567954e-07
              - 2022-07-20 00:00:00: 0.0550459501905487
              - 2022-07-21 00:00:00: -0.04393608261081938
              - 2022-07-22 00:00:00: 0.05349469343411872
              - 2022-07-25 00:00:00: 0.002726352892984174
              - 2022-07-26 00:00:00: 0.0275292685405375
              - 2022-07-27 00:00:00: 0.0033076188022251873
              - 2022-07-28 00:00:00: 0.06824199071447379
              - 2022-07-29 00:00:00: 0.034255844247625955
              - 2022-08-01 00:00:00: -0.016709818779031438
              - 2022-08-02 00:00:00: 0.0027311435024730546
              - 2022-08-03 00:00:00: -0.04569771175517645
              - 2022-08-04 00:00:00: -0.00634251549872944
              - 2022-08-05 00:00:00: -0.025851149083576774
              - 2022-08-08 00:00:00: 0.07731816062716823
              - 2022-08-09 00:00:00: -0.02402440392868954
              - 2022-08-10 00:00:00: -0.01464483319379195
              - 2022-08-11 00:00:00: -0.004743348481480281
              - 2022-08-12 00:00:00: -0.012709213512562934
              - 2022-08-15 00:00:00: -0.0431239365846422
              - 2022-08-16 00:00:00: -0.013453073659785098
              - 2022-08-17 00:00:00: -0.003409216942606985
              - 2022-08-18 00:00:00: 0.048232792666152546
              - 2022-08-19 00:00:00: -0.023496222710252312
              - 2022-08-22 00:00:00: -0.05748043854901108
              - 2022-08-23 00:00:00: 0.12126261690891837
              - 2022-08-24 00:00:00: 0.0
              - 2022-08-25 00:00:00: 0.0
              - 2022-08-26 00:00:00: -0.04616871189377081
              - 2022-08-29 00:00:00: 0.0053043635377085785
              - 2022-08-30 00:00:00: 0.032648145029484654
              - 2022-08-31 00:00:00: -0.00031935403620386715
              - 2022-09-01 00:00:00: -0.017889539123942866
              - 2022-09-02 00:00:00: 0.028949481853066006
              - 2022-09-05 00:00:00: -0.06037958209109984
              - 2022-09-06 00:00:00: -0.00033643741708921926
              - 2022-09-07 00:00:00: 0.014471677748718603
              - 2022-09-08 00:00:00: -0.025212974995032056
              - 2022-09-09 00:00:00: -0.0006807742698409225
              - 2022-09-13 00:00:00: 0.0
              - 2022-09-14 00:00:00: -0.059257946622995994
              - 2022-09-15 00:00:00: 0.00253398079223488
              - 2022-09-16 00:00:00: -0.0028889161719604095
              - 2022-09-19 00:00:00: 0.044181773473287445
              - 2022-09-20 00:00:00: 0.00797691642237841
              - 2022-09-21 00:00:00: 0.015827577581222663
              - 2022-09-22 00:00:00: -0.048436489318737896
            """""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""
            - positions:
              - Datetime: MA, cash
              - 2022-02-15: 0.0, 100000.0
              - 2022-02-16: 0.0, 100000.0
              - 2022-02-17: 0.0, 100000.0
              - 2022-02-18: 0.0, 100000.0
              - 2022-02-21: 0.0, 100000.0
              - 2022-02-22: 0.0, 100000.0
              - 2022-02-23: 0.1, 87099.79999999999
              - 2022-02-24: 0.0, 83499.79999999999
              - 2022-02-25: 0.1, 120099.59999999998
              - 2022-02-28: 0.1, 110199.59999999998
              - 2022-03-01: 0.1, 71499.59999999998
              - 2022-03-02: 0.0, 47799.59999999998
              - 2022-03-03: 0.1, 18699.39999999998
              - 2022-03-04: 0.0, 20799.39999999998
              - 2022-03-07: 0.0, 20799.39999999998
              - 2022-03-08: 0.1, 25299.199999999983
              - 2022-03-09: 0.1, 36399.19999999998
              - 2022-03-10: 0.1, -1700.8000000000175
              - 2022-03-11: 0.1, 15099.199999999983
              - 2022-03-14: 0.1, -38900.80000000002
              - 2022-03-15: 0.1, -104300.80000000002
              - 2022-03-16: 0.1, -41300.80000000002
              - 2022-03-17: 0.1, -19100.800000000017
              - 2022-03-18: 0.1, -9500.800000000017
              - 2022-03-21: 0.1, -58400.80000000002
              - 2022-03-22: 0.1, -18200.800000000017
              - 2022-03-23: 0.1, -27800.800000000017
              - 2022-03-24: 0.1, -17300.800000000017
              - 2022-03-25: 0.1, 13899.199999999983
              - 2022-03-28: 0.1, 42699.19999999998
              - 2022-03-29: 0.1, 55599.19999999998
              - 2022-03-30: 0.1, 63999.19999999998
              - 2022-03-31: 0.1, 40899.19999999998
              - 2022-04-01: 0.0, 40299.19999999998
              - 2022-04-06: 0.1, 91298.99999999999
              - 2022-04-07: 0.1, 100298.99999999999
              - 2022-04-08: 0.1, 126098.99999999999
              - 2022-04-11: 0.1, 156699.0
              - 2022-04-12: 0.1, 103299.0
              - 2022-04-13: 0.0, 102099.0
              - 2022-04-14: 0.1, 96098.79999999999
              - 2022-04-15: 0.1, 116498.79999999999
              - 2022-04-18: 0.1, 78398.79999999999
              - 2022-04-19: 0.0, 77198.79999999999
              - 2022-04-20: 0.1, 32498.599999999977
              - 2022-04-21: 0.0, 32498.599999999977
              - 2022-04-22: 0.1, 84398.39999999998
              - 2022-04-25: 0.1, 178898.39999999997
              - 2022-04-26: 0.1, 160298.39999999997
              - 2022-04-27: 0.0, 153398.39999999997
              - 2022-04-28: 0.1, 166298.19999999995
              - 2022-04-29: 0.1, 170198.19999999995
              - 2022-05-05: 0.1, 141398.19999999995
              - 2022-05-06: 0.0, 131198.19999999995
              - 2022-05-09: 0.1, 162097.99999999994
              - 2022-05-10: 0.1, 188797.99999999994
              - 2022-05-11: 0.1, 143797.99999999994
              - 2022-05-12: 0.0, 150397.99999999994
              - 2022-05-13: 0.1, 138397.79999999993
              - 2022-05-16: 0.1, 127897.79999999993
              - 2022-05-17: 0.0, 123097.79999999993
              - 2022-05-18: 0.1, 167497.59999999992
              - 2022-05-19: 0.1, 156097.59999999992
              - 2022-05-20: 0.1, 175897.59999999992
              - 2022-05-23: 0.1, 192397.59999999992
              - 2022-05-24: 0.1, 208597.59999999992
              - 2022-05-25: 0.1, 236797.59999999992
              - 2022-05-26: 0.1, 238897.59999999992
              - 2022-05-27: 0.1, 253897.59999999992
              - 2022-05-30: 0.1, 189697.59999999992
              - 2022-05-31: 0.0, 189697.59999999992
              - 2022-06-01: 0.1, 190297.3999999999
              - 2022-06-02: 0.1, 164497.3999999999
              - 2022-06-06: 0.0, 146197.3999999999
              - 2022-06-07: 0.1, 143497.1999999999
              - 2022-06-08: 0.0, 148297.1999999999
              - 2022-06-09: 0.0, 148297.1999999999
              - 2022-06-10: 0.0, 148297.1999999999
              - 2022-06-13: 0.1, 213396.99999999988
              - 2022-06-14: 0.1, 256596.99999999988
              - 2022-06-15: 0.1, 274896.9999999999
              - 2022-06-16: 0.1, 324696.9999999999
              - 2022-06-17: 0.1, 342096.9999999999
              - 2022-06-20: 0.1, 401496.9999999999
              - 2022-06-21: 0.1, 431796.9999999999
              - 2022-06-22: 0.1, 512496.9999999999
              - 2022-06-23: 0.1, 463896.9999999999
              - 2022-06-24: 0.1, 543996.9999999999
              - 2022-06-27: 0.1, 547296.9999999999
              - 2022-06-28: 0.1, 499896.9999999999
              - 2022-06-29: 0.1, 531396.9999999999
              - 2022-06-30: 0.1, 523296.9999999999
              - 2022-07-01: 0.1, 575796.9999999999
              - 2022-07-04: 0.1, 627996.9999999999
              - 2022-07-05: 0.1, 680796.9999999999
              - 2022-07-06: 0.1, 681096.9999999999
              - 2022-07-07: 0.1, 717396.9999999999
              - 2022-07-08: 0.1, 773196.9999999999
              - 2022-07-11: 0.1, 752196.9999999999
              - 2022-07-12: 0.1, 843396.9999999999
              - 2022-07-13: 0.1, 859896.9999999999
              - 2022-07-14: 0.1, 859896.9999999999
              - 2022-07-15: 0.1, 924696.9999999999
              - 2022-07-18: 0.1, 828396.9999999999
              - 2022-07-19: 0.0, 828396.9999999999
              - 2022-07-20: 0.1, 873996.7999999999
              - 2022-07-21: 0.1, 835596.7999999999
              - 2022-07-22: 0.1, 880296.7999999999
              - 2022-07-25: 0.1, 882696.7999999999
              - 2022-07-26: 0.1, 906996.7999999999
              - 2022-07-27: 0.1, 909996.7999999999
              - 2022-07-28: 0.1, 972096.7999999999
              - 2022-07-29: 0.1, 1005396.7999999999
              - 2022-08-01: 0.1, 988596.7999999999
              - 2022-08-02: 0.1, 991296.7999999999
              - 2022-08-03: 0.1, 945996.7999999999
              - 2022-08-04: 0.1, 939996.7999999999
              - 2022-08-05: 0.1, 915696.7999999999
              - 2022-08-08: 0.1, 986496.7999999999
              - 2022-08-09: 0.1, 962796.7999999999
              - 2022-08-10: 0.1, 948696.7999999999
              - 2022-08-11: 0.1, 944196.7999999999
              - 2022-08-12: 0.1, 932196.7999999999
              - 2022-08-15: 0.1, 891996.7999999999
              - 2022-08-16: 0.0, 879996.7999999999
              - 2022-08-17: 0.1, 876996.6
              - 2022-08-18: 0.1, 919296.6
              - 2022-08-19: 0.1, 897696.6
              - 2022-08-22: 0.1, 846096.6
              - 2022-08-23: 0.0, 948696.6
              - 2022-08-24: 0.0, 948696.6
              - 2022-08-25: 0.0, 948696.6
              - 2022-08-26: 0.1, 904896.4
              - 2022-08-29: 0.0, 909696.4
              - 2022-08-30: 0.1, 939396.2000000001
              - 2022-08-31: 0.1, 939096.2000000001
              - 2022-09-01: 0.1, 922296.2000000001
              - 2022-09-02: 0.1, 948996.2000000001
              - 2022-09-05: 0.1, 891696.2000000001
              - 2022-09-06: 0.1, 891396.2000000001
              - 2022-09-07: 0.1, 904296.2000000001
              - 2022-09-08: 0.1, 881496.2000000001
              - 2022-09-09: 0.0, 880896.2000000001
              - 2022-09-13: 0.0, 880896.2000000001
              - 2022-09-14: 0.1, 828696.0000000001
              - 2022-09-15: 0.0, 830796.0000000001
              - 2022-09-16: 0.1, 828395.8000000002
              - 2022-09-19: 0.1, 864995.8000000002
              - 2022-09-20: 0.1, 871895.8000000002
              - 2022-09-21: 0.1, 885695.8000000002
              - 2022-09-22: 0.1, 842795.8000000002
